fold_name,fold_number,partition,id
0,0,train,tmRNA_Oeno.oeni._TRW-203123_1-350
0,0,train,tmRNA_Desu.desu._CP000112_1-360
0,0,train,grp1_a.I1.e.B.ciliata.JCM6865.C1.SSU.943
0,0,train,16s_H.sapiens.mito_domain4
0,0,train,RNaseP_A.fulgidus
0,0,train,tmRNA_Synt.acid._CP000252_1-356
0,0,train,RNaseP_K.thermotolerans
0,0,train,RNaseP_LGA1
0,0,train,RNaseP_P.cultripes
0,0,train,RNaseP_R.prowazekii
0,0,train,tmRNA_Exig.sibi._TRW-262543_1-359
0,0,train,tmRNA_Cyan.cald._AF022186_1-254
0,0,train,grp1_a.I1.m.M.grisea.B2.ND1
0,0,train,grp1_a.I1.e.B.yamatoana.JCM2896.C1.SSU.1506
0,0,train,srp_Meth.kand._AE010387
0,0,train,tRNA_tdbR00000364-Ascaris_suum-6253-Arg-ACG
0,0,train,RNaseP_V.spinosum
0,0,train,srp_Meth.ferv._S49762
0,0,train,grp1_a.I1.e.B.yamatoana.JCM2896.C1.SSU.943
0,0,train,grp1_a.I1.b.Synechococcus.sp2.C3.tLEU
0,0,train,grp1_a.I1.e.L.dispersa.UNK.SSU.114
0,0,train,grp1_a.I1.b.Phormidium.sp.N182.C3.tLEU
0,0,train,RNaseP_LGB21
0,0,train,RNaseP_R.palustris
0,0,train,srp_Phyt.infe._CV911012
0,0,train,telomerase_AF221940.103-499
0,0,train,tmRNA_Coxi.burn._AE016828_1-360
0,0,train,tmRNA_Meso.viri._AF166114_1-359
0,0,train,tRNA_tdbR00000127-Halocynthia_roretzi-7729-Gly-UCU
0,0,train,srp_Myco.spec._CP000580
0,0,train,RNaseP_M.sedula
0,0,train,tmRNA_Wigg.glos._BA000021_1-365
0,0,train,RNaseP_T.delbrueckii
0,0,train,RNaseP_CPA49
0,0,train,tmRNA_envi.sequ._TRW-32045-1_1-355
0,0,train,tmRNA_envi.sequ._TRW-32045-3_1-350
0,0,train,RNaseP_M.fermentans
0,0,train,srp_Zygo.roux._BN000170
0,0,train,RNaseP_EM14b-9
0,0,train,tmRNA_Azoa.spec._TRW-62928_1-378
0,0,train,RNaseP_LGB5
0,0,train,RNaseP_PF101
0,0,train,grp1_a.I1.c.A.cherimola.C3.tLEU
0,0,train,RNaseP_SM-A2539
0,0,train,srp_Ento.sulc._AF095839
0,0,train,tmRNA_Laws.intr._AM180252_1-376
0,0,train,tmRNA_Myco.mobi._TRW-267748_1-376
0,0,train,tmRNA_Jako.libe._TRW-143017_1-102
0,0,train,srp_Cyan.cald._AF022186
0,0,train,grp1_a.I1.c.G.prostrata.C3.tLEU
0,0,train,tmRNA_Gemm.obsc._TRW-214688_1-412
0,0,train,tmRNA_Grac.tenu._AY673996_1-396
0,0,train,RNaseP_C.diphtheriae
0,0,train,tmRNA_Cyto.hutc._CP000383_1-404
0,0,train,tmRNA_Dich.nodo._TRW-35819_1-352
0,0,train,grp1_a.I1.c.S.bicolor.C3.tLEU
0,0,train,RNaseP_EM14b-11
0,0,train,16s_H.sapiens.mito_domain2
0,0,train,tmRNA_Dict.ther._TRW-14_1-350
0,0,train,tmRNA_Sulf.azor._TRW-204536_1-351
0,0,train,16s_C.elegans_domain2
0,0,train,tmRNA_Cald.sacc._TRW-351627_1-368
0,0,train,tmRNA_Para.symb._BX908798_1-405
0,0,train,tmRNA_Bact.mari._TRW-97084_1-385
0,0,train,srp_Toxo.gond._GSP-398031
0,0,train,grp1_a.I1.e.L.dispersa.UNK.SSU.516
0,0,train,tmRNA_Thio.crun._CP000109_1-358
0,0,train,RNaseP_Z.bailii
0,0,train,srp_Kluy.lact._CR382126
0,0,train,tmRNA_Heli.must._DQ250625_1-366
0,0,train,RNaseP_M.barkeri
0,0,train,RNaseP_P.hollandica
0,0,train,RNaseP_C.innocuum
0,0,train,srp_Baci.anth._AE017334
0,0,train,srp_Spra.loph._GSP-51541
0,0,train,tmRNA_Ther.rose._TRW-309801_1-353
0,0,train,23s_H.pylori_domain3
0,0,train,tmRNA_Myco.arth._TRW-243272_1-394
0,0,train,16s_M.polymorpha_domain3
0,0,train,RNaseP_M.capricolum
0,0,train,tmRNA_Clav.mich._TRW-31964_1-376
0,0,train,grp1_a.I1.e.E.dermatitidis.C1.SSU.943
0,0,train,grp1_a.I1.e.A.adeninivorans.C1.LSU.2449
0,0,train,RNaseP_P.mississippiensis
0,0,train,RNaseP_S.dairensis
0,0,train,RNaseP_A.laidlawii
0,0,train,tmRNA_Myco.Bxz1._AY129337_1-437
0,0,train,srp_Perk.mari._GSP-31276
0,0,train,RNaseP_A.ambivalens
0,0,train,16s_M.polymorpha_domain4
0,0,train,RNaseP_SL2D
0,0,train,tmRNA_Alka.meta._TRW-293826_1-355
0,0,train,srp_Ence.cuni._AL590449
0,0,train,RNaseP_A.telluris
0,0,train,RNaseP_ESH167E
0,0,train,RNaseP_P.guilliermondii
0,0,train,RNaseP_P.gingivalis
0,0,train,RNaseP_T.roseum
0,0,train,tmRNA_Verr.spin._TRW-240016_1-356
0,0,train,tmRNA_Sali.rube._CP000159_1-369
0,0,train,grp1_a.I1.e.S.paniceum.UNK.SSU.114
0,0,train,tmRNA_Trem.prin._AF481102_1-264
0,0,train,srp_Para.bras._GSP-121759
0,0,train,grp1_a.I1.e.D.parva.C1.SSU.1512
0,0,train,srp_Dich.nodo._CP000513
0,0,train,tmRNA_Chro.sale._CP000285_1-380
0,0,train,RNaseP_K.polysporus
0,0,train,RNaseP_C.opuntiae
0,0,train,tmRNA_envi.sequ._TRW-356-1_1-289
0,0,train,grp1_a.I1.e.C.merochlorophea.UNK.SSU.1389
0,0,train,RNaseP_U.urealyticum
0,0,train,tmRNA_Woli.succ._BX571661_1-369
0,0,train,RNaseP_A.brierleyi
0,0,train,srp_Camp.jeju._CP000768
0,0,train,tmRNA_Myxo.xant._TRW-34_1-366
0,0,train,tRNA_tdbR00000029-Asterias_amurensis-7602-Asp-QUC
0,0,train,16s_C.reinhardtii.mito_domain3
0,0,train,RNaseP_CPA61
0,0,train,RNaseP_T.pallidum
0,0,train,grp1_a.I1.e.S.granulatum.C1.SSU.1506
0,0,train,srp_Schi.pomb._AU010514
0,0,train,tmRNA_Deha.ethe._CP000027_1-352
0,0,train,grp1_a.I1.e.L.dispersa.UNK.SSU.1210
0,0,train,tmRNA_Acid.caps._TRW-240015_1-352
0,0,train,srp_Cand.glab._CR380957
0,0,train,srp_Pers.amer._X65992
0,0,train,tRNA_tdbR00000365-Aedes_albopictus-7160-Arg-UCG
0,0,train,tRNA_tdbR00000282-Ascaris_suum-6253-Met-AU
0,0,train,RNaseP_C.paradoxa-cyanelle
0,0,train,RNaseP_S.castellii
0,0,train,tmRNA_Urea.parv._AE002154_1-413
0,0,train,tmRNA_Copr.prot._TRW-351627_1-353
0,0,train,tmRNA_Porp.purp._TRW-2787_1-323
0,0,train,tRNA_tdbR00000395-Saccharomyces_cerevisiae-4932-Ser-GCU
0,0,train,tmRNA_Brev.line._TRW-321955_1-377
0,0,train,16s_G.intestinalis_domain2
0,0,train,grp1_a.I1.e.C.merochlorophea.UNK.SSU.1210
0,0,train,RNaseP_Z.rouxii
0,0,train,tRNA_tdbR00000184-Asterias_amurensis-7602-Lys-CUU
0,0,train,srp_Clav.lusi._GSP-306902
0,0,train,tmRNA_Rumi.albu._TRW-246199_1-354
0,0,train,RNaseP_N.gregoryi
0,0,train,tmRNA_Myco.gall._AE015450_1-408
0,0,train,tmRNA_Legi.pneu._CR628337_1-406
0,0,train,RNaseP_LGW17
0,0,train,tmRNA_Bdel.bact._BX842656_1-346
0,0,train,telomerase_AF221908.136-584
0,0,train,tmRNA_Myco.pulm._AL445565_1-387
0,0,train,tmRNA_Fibr.succ._TRW-59374_1-361
0,0,train,srp_Mono.brev._GSP-81824
0,0,train,RNaseP_S.acidocaldarius
0,0,train,srp_Oxyt.trif._GSP-99928
0,0,train,16s_C.elegans_domain4
0,0,train,srp_Gynu.aura._SDB-109565
0,0,train,RNaseP_P.purpurea-chloroplast
0,0,train,tmRNA_Trep.pall._TRW-243276_1-354
0,0,train,16s_C.reinhardtii.mito_domain1
0,0,train,grp1_a.I1.e.G.spirotaenia.C1.SSU.1506
0,0,train,RNaseP_P.acanthamoebae
0,0,train,grp1_a.I1.e.S.paniceum.UNK.SSU.287
0,0,train,RNaseP_P.canadensis
0,0,train,tmRNA_Ther.yell._TRW-289376_1-350
0,0,train,telomerase_AF221913.109-520
0,0,train,RNaseP_B.brevis
0,0,train,RNaseP_R.americana-mito
0,0,valid,srp_Phae.nodo._GSP-321614
0,0,valid,RNaseP_W.fluorescens
0,0,valid,srp_Toxo.gond._CO743022
0,0,valid,tRNA_tdbR00000078-Ascaris_suum-6253-Phe-GAA
0,0,valid,grp1_a.I1.e.S.paniceum.UNK.SSU.1052
0,0,valid,tmRNA_Lept.inte._AE016823_1-350
0,0,valid,tRNA_tdbR00000591-Ascaris_suum-6253-Lys-UU
0,0,valid,RNaseP_S.kluyveri
